Folio CEEEY,Sexo,Modalidad,Turno,Grado,Matemáticas, Español, Ciencias Naturales
4447,H,General,Matutino,3,Medio,Inicial,Básico
19095,H,General,Matutino,3,Avanzado,Inicial,Básico
31524,H,General,Matutino,3,Medio,Inicial,Básico
38079,H,Indígena,Matutino,4,Medio,Inicial,Básico
38110,M,Indígena,Matutino,4,Medio,Inicial,Básico
41997,M,General,Matutino,4,Medio,Inicial,Básico
117799,H,General,Matutino,6,Medio,Inicial,Básico
76120,H,Indígena,Matutino,5,Inicial,Inicial,Básico
38238,H,Indígena,Matutino,4,Inicial,Inicial,Básico
114406,H,Indígena,Matutino,6,Inicial,Inicial,Básico
37516,H,Indígena,Matutino,4,Inicial,Inicial,Básico
37517,H,Indígena,Matutino,4,Inicial,Inicial,Básico
37519,H,Indígena,Matutino,4,Inicial,Inicial,Básico
78042,H,Indígena,Matutino,5,Inicial,Inicial,Básico
78043,M,Indígena,Matutino,5,Inicial,Inicial,Básico
78051,H,Indígena,Matutino,5,Inicial,Inicial,Básico
113722,M,Indígena,Matutino,6,Inicial,Inicial,Básico
113723,H,Indígena,Matutino,6,Inicial,Inicial,Básico
114333,H,Indígena,Matutino,6,Inicial,Inicial,Básico
114334,M,Indígena,Matutino,6,Inicial,Inicial,Básico
888,H,Indígena,Matutino,3,Inicial,Inicial,Básico
38980,H,Indígena,Matutino,4,Inicial,Inicial,Básico
38983,M,Indígena,Matutino,4,Inicial,Inicial,Básico
77013,H,Indígena,Matutino,5,Inicial,Inicial,Básico
1354,H,Indígena,Matutino,3,Inicial,Inicial,Básico
38892,H,Indígena,Matutino,4,Inicial,Inicial,Básico
39219,H,Indígena,Matutino,4,Inicial,Inicial,Básico
39236,M,Indígena,Matutino,4,Inicial,Inicial,Básico
39243,H,Indígena,Matutino,4,Inicial,Inicial,Básico
77493,M,Indígena,Matutino,5,Inicial,Inicial,Básico
77822,H,Indígena,Matutino,5,Inicial,Inicial,Básico
77824,M,Indígena,Matutino,5,Inicial,Inicial,Básico
115237,H,Indígena,Matutino,6,Inicial,Inicial,Básico
115267,M,Indígena,Matutino,6,Inicial,Inicial,Básico
115268,M,Indígena,Matutino,6,Inicial,Inicial,Básico
1073,M,Indígena,Matutino,3,Inicial,Inicial,Básico
1093,M,Indígena,Matutino,3,Inicial,Inicial,Básico
1106,M,Indígena,Matutino,3,Inicial,Inicial,Básico
77224,M,Indígena,Matutino,5,Inicial,Inicial,Básico
114727,M,Indígena,Matutino,6,Inicial,Inicial,Básico
1375,H,Indígena,Matutino,3,Inicial,Inicial,Básico
38103,H,Indígena,Matutino,4,Inicial,Inicial,Básico
38314,M,Indígena,Matutino,4,Inicial,Inicial,Básico
38336,H,Indígena,Matutino,4,Inicial,Inicial,Básico
38338,H,Indígena,Matutino,4,Inicial,Inicial,Básico
38346,H,Indígena,Matutino,4,Inicial,Inicial,Básico
38351,H,Indígena,Matutino,4,Inicial,Inicial,Básico
76774,M,Indígena,Matutino,5,Inicial,Inicial,Básico
76784,H,Indígena,Matutino,5,Inicial,Inicial,Básico
76963,H,Indígena,Matutino,5,Inicial,Inicial,Básico
77528,M,Indígena,Matutino,5,Inicial,Inicial,Básico
114505,M,Indígena,Matutino,6,Inicial,Inicial,Básico
114507,H,Indígena,Matutino,6,Inicial,Inicial,Básico
114985,H,Indígena,Matutino,6,Inicial,Inicial,Básico
114988,H,Indígena,Matutino,6,Inicial,Inicial,Básico
14657,H,General,Matutino,3,Inicial,Inicial,Básico
14659,M,General,Matutino,3,Inicial,Inicial,Básico
52981,H,General,Matutino,4,Inicial,Inicial,Básico
91314,M,General,Matutino,5,Inicial,Inicial,Básico
127731,M,General,Matutino,6,Inicial,Inicial,Básico
127957,H,General,Matutino,6,Inicial,Inicial,Básico
9088,M,General,Matutino,3,Inicial,Inicial,Básico
14562,M,General,Matutino,3,Inicial,Inicial,Básico
14576,H,General,Matutino,3,Inicial,Inicial,Básico
26858,M,General,Matutino,3,Inicial,Inicial,Básico
46769,H,General,Matutino,4,Inicial,Inicial,Básico
48517,M,General,Matutino,4,Inicial,Inicial,Básico
48523,H,General,Matutino,4,Inicial,Inicial,Básico
52643,H,General,Matutino,4,Inicial,Inicial,Básico
52662,H,General,Matutino,4,Inicial,Inicial,Básico
65516,H,General,Matutino,4,Inicial,Inicial,Básico
65532,H,General,Matutino,4,Inicial,Inicial,Básico
85275,H,General,Matutino,5,Inicial,Inicial,Básico
90966,H,General,Matutino,5,Inicial,Inicial,Básico
123844,M,General,Matutino,6,Inicial,Inicial,Básico
123852,H,General,Matutino,6,Inicial,Inicial,Básico
127619,M,General,Matutino,6,Inicial,Inicial,Básico
127620,H,General,Matutino,6,Inicial,Inicial,Básico
18983,M,General,Matutino,3,Inicial,Inicial,Básico
29626,H,General,Matutino,3,Inicial,Inicial,Básico
57278,H,General,Matutino,4,Inicial,Inicial,Básico
84994,M,General,Matutino,5,Inicial,Inicial,Básico
85000,M,General,Matutino,5,Inicial,Inicial,Básico
85003,M,General,Matutino,5,Inicial,Inicial,Básico
131980,M,General,Matutino,6,Inicial,Inicial,Básico
16782,H,General,Matutino,3,Inicial,Inicial,Básico
23656,H,General,Matutino,3,Inicial,Inicial,Básico
30384,M,General,Matutino,3,Inicial,Inicial,Básico
30387,M,General,Matutino,3,Inicial,Inicial,Básico
30419,M,General,Matutino,3,Inicial,Inicial,Básico
55031,H,General,Matutino,4,Inicial,Inicial,Básico
55427,M,General,Matutino,4,Inicial,Inicial,Básico
55432,M,General,Matutino,4,Inicial,Inicial,Básico
55438,M,General,Matutino,4,Inicial,Inicial,Básico
69122,H,General,Matutino,4,Inicial,Inicial,Básico
69148,H,General,Matutino,4,Inicial,Inicial,Básico
93249,H,General,Matutino,5,Inicial,Inicial,Básico
93627,H,General,Matutino,5,Inicial,Inicial,Básico
100145,H,General,Matutino,5,Inicial,Inicial,Básico
129840,H,General,Matutino,6,Inicial,Inicial,Básico
130178,M,General,Matutino,6,Inicial,Inicial,Básico
9579,H,General,Matutino,3,Inicial,Inicial,Básico
9614,M,General,Matutino,3,Inicial,Inicial,Básico
30750,M,General,Matutino,3,Inicial,Inicial,Básico
30874,M,General,Matutino,3,Inicial,Inicial,Básico
44762,H,General,Matutino,4,Inicial,Inicial,Básico
44806,H,General,Matutino,4,Inicial,Inicial,Básico
53870,H,General,Matutino,4,Inicial,Inicial,Básico
69480,M,General,Matutino,4,Inicial,Inicial,Básico
69596,H,General,Matutino,4,Inicial,Inicial,Básico
83355,H,General,Matutino,5,Inicial,Inicial,Básico
85831,H,General,Matutino,5,Inicial,Inicial,Básico
92202,M,General,Matutino,5,Inicial,Inicial,Básico
92211,H,General,Matutino,5,Inicial,Inicial,Básico
92215,H,General,Matutino,5,Inicial,Inicial,Básico
107417,H,General,Matutino,5,Inicial,Inicial,Básico
128830,H,General,Matutino,6,Inicial,Inicial,Básico
143767,M,General,Matutino,6,Inicial,Inicial,Básico
143797,M,General,Matutino,6,Inicial,Inicial,Básico
81562,H,General,Matutino,5,Inicial,Inicial,Básico
118782,M,General,Matutino,6,Inicial,Inicial,Básico
144973,H,General,Matutino,6,Inicial,Inicial,Básico
144980,H,General,Matutino,6,Inicial,Inicial,Básico
144441,H,General,Matutino,6,Inicial,Inicial,Básico
144457,M,General,Matutino,6,Inicial,Inicial,Básico
4473,H,General,Matutino,3,Inicial,Inicial,Básico
9481,M,General,Matutino,3,Inicial,Inicial,Básico
47234,M,General,Matutino,4,Inicial,Inicial,Básico
80596,H,General,Matutino,5,Inicial,Inicial,Básico
132029,H,General,Matutino,6,Inicial,Inicial,Básico
14662,M,General,Matutino,3,Inicial,Avanzado,Básico
14866,H,General,Matutino,3,Inicial,Avanzado,Básico
91026,M,General,Matutino,5,Inicial,Avanzado,Básico
26863,H,General,Matutino,3,Inicial,Avanzado,Básico
90099,M,General,Matutino,5,Inicial,Avanzado,Básico
90111,M,General,Matutino,5,Inicial,Avanzado,Básico
90957,M,General,Matutino,5,Inicial,Avanzado,Medio
122060,M,General,Matutino,6,Inicial,Avanzado,Medio
122061,H,General,Matutino,6,Inicial,Avanzado,Básico
142859,H,General,Matutino,6,Inicial,Avanzado,Medio
142867,M,General,Matutino,6,Inicial,Avanzado,Avanzado
680,M,Indígena,Matutino,3,Inicial,Avanzado,Básico
682,H,Indígena,Matutino,3,Inicial,Avanzado,Medio
83336,H,General,Matutino,5,Inicial,Avanzado,Medio
85784,M,General,Matutino,5,Inicial,Avanzado,Avanzado
143801,M,General,Matutino,6,Inicial,Avanzado,Medio
5434,M,General,Matutino,3,Inicial,Avanzado,Básico
30991,M,General,Matutino,3,Inicial,Avanzado,Básico
31004,M,General,Matutino,3,Inicial,Avanzado,Medio
31006,H,General,Matutino,3,Inicial,Avanzado,Básico
31011,M,General,Matutino,3,Inicial,Avanzado,Básico
31012,H,General,Matutino,3,Inicial,Avanzado,Básico
31014,H,General,Matutino,3,Inicial,Avanzado,Medio
31028,M,General,Matutino,3,Inicial,Avanzado,Medio
70659,H,General,Matutino,4,Inicial,Avanzado,Básico
77226,H,Indígena,Matutino,5,Inicial,Avanzado,Básico
42030,H,General,Matutino,4,Inicial,Avanzado,Avanzado
77513,H,Indígena,Matutino,5,Inicial,Avanzado,Básico
80617,M,General,Matutino,5,Inicial,Avanzado,Avanzado
114290,H,Indígena,Matutino,6,Inicial,Avanzado,Medio
30368,M,General,Matutino,3,Medio,Avanzado,Inicial
143442,H,General,Matutino,6,Medio,Avanzado,Inicial
38539,H,Indígena,Matutino,4,Medio,Avanzado,Básico
77214,M,Indígena,Matutino,5,Medio,Avanzado,Básico
77244,H,Indígena,Matutino,5,Medio,Avanzado,Básico
38120,H,Indígena,Matutino,4,Medio,Avanzado,Básico
38124,M,Indígena,Matutino,4,Medio,Avanzado,Básico
38125,M,Indígena,Matutino,4,Medio,Avanzado,Básico
38126,H,Indígena,Matutino,4,Medio,Avanzado,Básico
38130,H,Indígena,Matutino,4,Medio,Avanzado,Básico
76965,H,Indígena,Matutino,5,Medio,Avanzado,Básico
114281,M,Indígena,Matutino,6,Medio,Avanzado,Básico
65369,M,General,Matutino,4,Medio,Avanzado,Básico
65377,H,General,Matutino,4,Medio,Avanzado,Básico
89554,H,General,Matutino,5,Medio,Avanzado,Básico
91297,H,General,Matutino,5,Medio,Avanzado,Básico
91307,M,General,Matutino,5,Medio,Avanzado,Básico
91308,M,General,Matutino,5,Medio,Avanzado,Básico
127950,M,General,Matutino,6,Medio,Avanzado,Básico
139669,M,General,Matutino,6,Medio,Avanzado,Básico
52650,M,General,Matutino,4,Medio,Avanzado,Básico
87026,H,General,Matutino,5,Medio,Avanzado,Básico
87044,H,General,Matutino,5,Medio,Avanzado,Básico
103387,H,General,Matutino,5,Medio,Avanzado,Básico
103428,H,General,Matutino,5,Medio,Avanzado,Básico
46470,M,General,Matutino,4,Medio,Avanzado,Básico
57244,H,General,Matutino,4,Medio,Avanzado,Básico
68361,M,General,Matutino,4,Medio,Avanzado,Básico
68412,M,General,Matutino,4,Medio,Avanzado,Básico
68428,H,General,Matutino,4,Medio,Avanzado,Básico
82041,H,General,Matutino,5,Medio,Avanzado,Básico
106236,M,General,Matutino,5,Medio,Avanzado,Básico
106250,M,General,Matutino,5,Medio,Avanzado,Básico
119194,M,General,Matutino,6,Medio,Avanzado,Básico
119197,H,General,Matutino,6,Medio,Avanzado,Básico
131982,M,General,Matutino,6,Medio,Avanzado,Básico
142883,H,General,Matutino,6,Medio,Avanzado,Básico
142894,M,General,Matutino,6,Medio,Avanzado,Básico
62104,H,General,Matutino,4,Medio,Avanzado,Básico
69058,H,General,Matutino,4,Medio,Avanzado,Básico
93256,H,General,Matutino,5,Medio,Avanzado,Básico
106947,M,General,Matutino,5,Medio,Avanzado,Básico
106978,H,General,Matutino,5,Medio,Avanzado,Básico
143446,M,General,Matutino,6,Medio,Avanzado,Básico
143488,H,General,Matutino,6,Medio,Avanzado,Básico
143497,H,General,Matutino,6,Medio,Avanzado,Básico
143502,M,General,Matutino,6,Medio,Avanzado,Básico
44793,M,General,Matutino,4,Medio,Avanzado,Básico
47389,H,General,Matutino,4,Medio,Avanzado,Básico
53897,M,General,Matutino,4,Medio,Avanzado,Básico
83330,M,General,Matutino,5,Medio,Avanzado,Básico
85765,H,General,Matutino,5,Medio,Avanzado,Básico
85787,H,General,Matutino,5,Medio,Avanzado,Básico
107295,M,General,Matutino,5,Medio,Avanzado,Básico
107320,M,General,Matutino,5,Medio,Avanzado,Básico
107341,H,General,Matutino,5,Medio,Avanzado,Básico
107429,H,General,Matutino,5,Medio,Avanzado,Básico
107430,M,General,Matutino,5,Medio,Avanzado,Básico
107470,H,General,Matutino,5,Medio,Avanzado,Básico
143871,H,General,Matutino,6,Medio,Avanzado,Básico
143872,M,General,Matutino,6,Medio,Avanzado,Básico
43038,M,General,Matutino,4,Medio,Avanzado,Básico
69713,M,General,Matutino,4,Medio,Avanzado,Básico
69731,M,General,Matutino,4,Medio,Avanzado,Básico
69911,M,General,Matutino,4,Medio,Avanzado,Básico
70658,M,General,Matutino,4,Medio,Avanzado,Básico
70673,H,General,Matutino,4,Medio,Avanzado,Básico
81575,M,General,Matutino,5,Medio,Avanzado,Básico
81612,H,General,Matutino,5,Medio,Avanzado,Básico
108578,M,General,Matutino,5,Medio,Avanzado,Básico
118737,M,General,Matutino,6,Medio,Avanzado,Básico
108014,M,General,Matutino,5,Medio,Avanzado,Básico
47245,H,General,Matutino,4,Medio,Avanzado,Básico
47253,H,General,Matutino,4,Medio,Avanzado,Básico
47260,H,General,Matutino,4,Medio,Avanzado,Básico
70316,M,General,Matutino,4,Medio,Avanzado,Básico
70320,M,General,Matutino,4,Medio,Avanzado,Básico
70321,H,General,Matutino,4,Medio,Avanzado,Básico
122744,H,General,Matutino,6,Medio,Avanzado,Básico
122750,M,General,Matutino,6,Medio,Avanzado,Básico
132081,H,General,Matutino,6,Medio,Avanzado,Básico
144565,M,General,Matutino,6,Medio,Avanzado,Básico
144614,M,General,Matutino,6,Medio,Avanzado,Básico
13162,M,General,Matutino,3,Medio,Avanzado,Básico
13204,H,General,Matutino,3,Medio,Avanzado,Básico
14631,M,General,Matutino,3,Medio,Avanzado,Básico
14639,H,General,Matutino,3,Medio,Avanzado,Básico
15191,M,General,Matutino,3,Medio,Avanzado,Básico
26713,M,General,Matutino,3,Medio,Avanzado,Básico
26722,M,General,Matutino,3,Medio,Avanzado,Básico
26723,M,General,Matutino,3,Medio,Avanzado,Básico
26733,M,General,Matutino,3,Medio,Avanzado,Básico
10711,M,General,Matutino,3,Medio,Avanzado,Básico
10715,H,General,Matutino,3,Medio,Avanzado,Básico
13729,M,General,Matutino,3,Medio,Avanzado,Básico
13741,H,General,Matutino,3,Medio,Avanzado,Básico
26841,M,General,Matutino,3,Medio,Avanzado,Básico
26844,M,General,Matutino,3,Medio,Avanzado,Básico
26852,H,General,Matutino,3,Medio,Avanzado,Básico
26871,M,General,Matutino,3,Medio,Avanzado,Básico
5856,H,General,Matutino,3,Medio,Avanzado,Básico
5862,H,General,Matutino,3,Medio,Avanzado,Básico
5875,M,General,Matutino,3,Medio,Avanzado,Básico
8775,M,General,Matutino,3,Medio,Avanzado,Básico
8778,M,General,Matutino,3,Medio,Avanzado,Básico
29674,M,General,Matutino,3,Medio,Avanzado,Básico
29677,H,General,Matutino,3,Medio,Avanzado,Básico
29819,H,General,Matutino,3,Medio,Avanzado,Básico
29825,M,General,Matutino,3,Medio,Avanzado,Básico
1042,M,Indígena,Matutino,3,Medio,Avanzado,Básico
1044,H,Indígena,Matutino,3,Medio,Avanzado,Básico
17183,M,General,Matutino,3,Medio,Avanzado,Básico
23617,M,General,Matutino,3,Medio,Avanzado,Básico
23618,M,General,Matutino,3,Medio,Avanzado,Básico
23639,H,General,Matutino,3,Medio,Avanzado,Básico
23644,M,General,Matutino,3,Medio,Avanzado,Básico
23652,M,General,Matutino,3,Medio,Avanzado,Básico
30327,M,General,Matutino,3,Medio,Avanzado,Básico
30339,H,General,Matutino,3,Medio,Avanzado,Básico
9605,M,General,Matutino,3,Medio,Avanzado,Básico
9616,M,General,Matutino,3,Medio,Avanzado,Básico
15764,M,General,Matutino,3,Medio,Avanzado,Básico
30771,H,General,Matutino,3,Medio,Avanzado,Básico
30779,M,General,Matutino,3,Medio,Avanzado,Básico
30789,M,General,Matutino,3,Medio,Avanzado,Básico
30853,M,General,Matutino,3,Medio,Avanzado,Básico
30860,M,General,Matutino,3,Medio,Avanzado,Básico
30894,M,General,Matutino,3,Medio,Avanzado,Básico
30898,M,General,Matutino,3,Medio,Avanzado,Básico
1686,M,Indígena,Matutino,3,Medio,Avanzado,Básico
5386,H,General,Matutino,3,Medio,Avanzado,Básico
31071,M,General,Matutino,3,Medio,Avanzado,Básico
31103,M,General,Matutino,3,Medio,Avanzado,Básico
31116,M,General,Matutino,3,Medio,Avanzado,Básico
31192,M,General,Matutino,3,Medio,Avanzado,Básico
31957,M,General,Matutino,3,Medio,Avanzado,Básico
31402,M,General,Matutino,3,Medio,Avanzado,Básico
630,M,Indígena,Matutino,3,Medio,Avanzado,Básico
661,M,Indígena,Matutino,3,Medio,Avanzado,Básico
4469,H,General,Matutino,3,Medio,Avanzado,Básico
4494,H,General,Matutino,3,Medio,Avanzado,Básico
9474,H,General,Matutino,3,Medio,Avanzado,Básico
9489,M,General,Matutino,3,Medio,Avanzado,Básico
9511,M,General,Matutino,3,Medio,Avanzado,Básico
31547,M,General,Matutino,3,Medio,Avanzado,Básico
31548,M,General,Matutino,3,Medio,Avanzado,Básico
31556,M,General,Matutino,3,Medio,Avanzado,Básico
31562,M,General,Matutino,3,Medio,Avanzado,Básico
31574,M,General,Matutino,3,Medio,Avanzado,Básico
51226,H,General,Matutino,4,Medio,Avanzado,Avanzado
51228,H,General,Matutino,4,Medio,Avanzado,Avanzado
51260,M,General,Matutino,4,Medio,Avanzado,Avanzado
52707,M,General,Matutino,4,Medio,Avanzado,Avanzado
48548,M,General,Matutino,4,Medio,Avanzado,Avanzado
48551,M,General,Matutino,4,Medio,Avanzado,Avanzado
48552,H,General,Matutino,4,Medio,Avanzado,Avanzado
51784,M,General,Matutino,4,Medio,Avanzado,Avanzado
51794,M,General,Matutino,4,Medio,Avanzado,Avanzado
51804,H,General,Matutino,4,Medio,Avanzado,Avanzado
65497,M,General,Matutino,4,Medio,Avanzado,Avanzado
65514,H,General,Matutino,4,Medio,Avanzado,Avanzado
39283,M,Indígena,Matutino,4,Medio,Avanzado,Avanzado
39286,H,Indígena,Matutino,4,Medio,Avanzado,Avanzado
46494,M,General,Matutino,4,Medio,Avanzado,Avanzado
68351,M,General,Matutino,4,Medio,Avanzado,Avanzado
68360,M,General,Matutino,4,Medio,Avanzado,Avanzado
68365,M,General,Matutino,4,Medio,Avanzado,Avanzado
68381,M,General,Matutino,4,Medio,Avanzado,Avanzado
68397,M,General,Matutino,4,Medio,Avanzado,Avanzado
68400,H,General,Matutino,4,Medio,Avanzado,Avanzado
68415,H,General,Matutino,4,Medio,Avanzado,Avanzado
38532,H,Indígena,Matutino,4,Medio,Avanzado,Avanzado
38536,H,Indígena,Matutino,4,Medio,Avanzado,Avanzado
55040,H,General,Matutino,4,Medio,Avanzado,Avanzado
55419,H,General,Matutino,4,Medio,Avanzado,Avanzado
62091,M,General,Matutino,4,Medio,Avanzado,Avanzado
69065,H,General,Matutino,4,Medio,Avanzado,Avanzado
69089,M,General,Matutino,4,Medio,Avanzado,Avanzado
69158,H,General,Matutino,4,Medio,Avanzado,Avanzado
47366,M,General,Matutino,4,Medio,Avanzado,Avanzado
47388,H,General,Matutino,4,Medio,Avanzado,Avanzado
69560,M,General,Matutino,4,Medio,Avanzado,Avanzado
69753,H,General,Matutino,4,Medio,Avanzado,Avanzado
69779,M,General,Matutino,4,Medio,Avanzado,Avanzado
69823,M,General,Matutino,4,Medio,Avanzado,Avanzado
69825,H,General,Matutino,4,Medio,Avanzado,Avanzado
69851,M,General,Matutino,4,Medio,Avanzado,Avanzado
69852,M,General,Matutino,4,Medio,Avanzado,Avanzado
69865,H,General,Matutino,4,Medio,Avanzado,Avanzado
69868,M,General,Matutino,4,Medio,Avanzado,Avanzado
69869,H,General,Matutino,4,Medio,Avanzado,Avanzado
69870,H,General,Matutino,4,Medio,Avanzado,Avanzado
69871,M,General,Matutino,4,Medio,Avanzado,Avanzado
70690,H,General,Matutino,4,Medio,Avanzado,Avanzado
70693,H,General,Matutino,4,Medio,Avanzado,Avanzado
70698,M,General,Matutino,4,Medio,Avanzado,Avanzado
38603,H,Indígena,Matutino,4,Medio,Avanzado,Avanzado
70174,H,General,Matutino,4,Medio,Avanzado,Avanzado
70191,H,General,Matutino,4,Medio,Avanzado,Avanzado
70200,M,General,Matutino,4,Medio,Avanzado,Avanzado
70206,H,General,Matutino,4,Medio,Avanzado,Avanzado
42005,M,General,Matutino,4,Medio,Avanzado,Avanzado
42010,M,General,Matutino,4,Medio,Avanzado,Avanzado
42032,M,General,Matutino,4,Medio,Avanzado,Avanzado
